RevisionColumn,periods,Units,GenderID,LFS_DuratUnempl,ValueColumn
"r_33","2023Q3","1000cp","0","2","21"
"r_33","2023Q3","1000cp","1","2","11.4"
"r_33","2023Q3","1000cp","2","2","9.6"
"r_33","2023Q3","1000cp","0","3","28.9"
"r_33","2023Q3","1000cp","1","3","16.2"
"r_33","2023Q3","1000cp","2","3","12.7"
"r_33","2023Q3","1000cp","0","4","37.4"
"r_33","2023Q3","1000cp","1","4","19.6"
"r_33","2023Q3","1000cp","2","4","17.9"
"r_34","2022Q1","1000cp","0","0","143.6"
"r_34","2022Q1","1000cp","1","0","76.5"
"r_34","2022Q1","1000cp","2","0","67.1"
"r_34","2022Q1","1000cp","0","1","52"
"r_34","2022Q1","1000cp","1","1","26.3"
"r_34","2022Q1","1000cp","2","1","25.7"
"r_34","2022Q1","1000cp","0","2","18.4"
"r_34","2022Q1","1000cp","1","2","7"
"r_34","2022Q1","1000cp","2","2","11.4"
"r_34","2022Q1","1000cp","0","3","31.8"
"r_34","2022Q1","1000cp","1","3","18.6"
"r_34","2022Q1","1000cp","2","3","13.2"
"r_34","2022Q1","1000cp","0","4","41.3"
"r_34","2022Q1","1000cp","1","4","24.5"
"r_34","2022Q1","1000cp","2","4","16.8"
"r_35","2022Q2","1000cp","0","0","138.8"
"r_35","2022Q2","1000cp","1","0","79.3"
"r_35","2022Q2","1000cp","2","0","59.5"
"r_35","2022Q2","1000cp","0","1","32.5"
"r_35","2022Q2","1000cp","1","1","20.6"
"r_35","2022Q2","1000cp","2","1","12"
"r_35","2022Q2","1000cp","0","2","28"
"r_35","2022Q2","1000cp","1","2","14.3"
"r_35","2022Q2","1000cp","2","2","13.7"
"r_35","2022Q2","1000cp","0","3","32.6"
"r_35","2022Q2","1000cp","1","3","18.3"
"r_35","2022Q2","1000cp","2","3","14.3"
"r_35","2022Q2","1000cp","0","4","45.7"
"r_35","2022Q2","1000cp","1","4","26.1"
"r_35","2022Q2","1000cp","2","4","19.6"
"r_36","2022Q3","1000cp","0","0","111"
"r_36","2022Q3","1000cp","1","0","63.9"
"r_36","2022Q3","1000cp","2","0","47.1"
"r_36","2022Q3","1000cp","0","1","29.5"
"r_36","2022Q3","1000cp","1","1","18.2"
"r_36","2022Q3","1000cp","2","1","11.2"
"r_36","2022Q3","1000cp","0","2","18.5"
"r_36","2022Q3","1000cp","1","2","9.4"
"r_36","2022Q3","1000cp","2","2","9"
"r_36","2022Q3","1000cp","0","3","28.5"
"r_36","2022Q3","1000cp","1","3","14.8"
"r_36","2022Q3","1000cp","2","3","13.7"
"r_36","2022Q3","1000cp","0","4","34.6"
"r_36","2022Q3","1000cp","1","4","21.5"
"r_36","2022Q3","1000cp","2","4","13.1"
"r_37","2022Q4","1000cp","0","0","115.6"
"r_37","2022Q4","1000cp","1","0","63.7"
"r_37","2022Q4","1000cp","2","0","51.9"
"r_37","2022Q4","1000cp","0","1","38.7"
"r_37","2022Q4","1000cp","1","1","20.5"
"r_37","2022Q4","1000cp","2","1","18.3"
"r_37","2022Q4","1000cp","0","2","16.1"
"r_37","2022Q4","1000cp","1","2","9.4"
"r_37","2022Q4","1000cp","2","2","6.6"
"r_37","2022Q4","1000cp","0","3","22.8"
"r_37","2022Q4","1000cp","1","3","11.2"
"r_37","2022Q4","1000cp","2","3","11.6"
"r_37","2022Q4","1000cp","0","4","38"
"r_37","2022Q4","1000cp","1","4","22.7"
"r_37","2022Q4","1000cp","2","4","15.4"
"r_38","2023Q4","1000cp","0","0","128.6"
"r_38","2023Q4","1000cp","1","0","68.9"
"r_38","2023Q4","1000cp","2","0","59.7"
"r_38","2023Q4","1000cp","0","1","44.6"
"r_38","2023Q4","1000cp","1","1","25.2"
"r_38","2023Q4","1000cp","2","1","19.4"
"r_38","2023Q4","1000cp","0","2","17.6"
"r_38","2023Q4","1000cp","1","2","8.2"
"r_38","2023Q4","1000cp","2","2","9.3"
"r_38","2023Q4","1000cp","0","3","27"
"r_38","2023Q4","1000cp","1","3","13.6"
"r_38","2023Q4","1000cp","2","3","13.4"
"r_38","2023Q4","1000cp","0","4","39.4"
"r_38","2023Q4","1000cp","1","4","21.8"
"r_38","2023Q4","1000cp","2","4","17.7"
"r_39","2024Q1","1000cp","0","0","152.5"
"r_39","2024Q1","1000cp","1","0","81.2"
"r_39","2024Q1","1000cp","2","0","71.3"
"r_39","2024Q1","1000cp","0","1","52.4"
"r_39","2024Q1","1000cp","1","1","28.9"
"r_39","2024Q1","1000cp","2","1","23.5"
"r_39","2024Q1","1000cp","0","2","21.7"
"r_39","2024Q1","1000cp","1","2","10"
"r_39","2024Q1","1000cp","2","2","11.7"
"r_39","2024Q1","1000cp","0","3","29"
"r_39","2024Q1","1000cp","1","3","13"
"r_39","2024Q1","1000cp","2","3","15.9"
"r_39","2024Q1","1000cp","0","4","49.5"
"r_39","2024Q1","1000cp","1","4","29.3"
"r_39","2024Q1","1000cp","2","4","20.2"
"r_40","2021Q1","1000cp","0","0","188.4"
"r_40","2021Q1","1000cp","1","0","105"
"r_40","2021Q1","1000cp","2","0","83.4"
"r_40","2021Q1","1000cp","0","1","68.8"
"r_40","2021Q1","1000cp","1","1","42.4"
"r_40","2021Q1","1000cp","2","1","26.4"
"r_40","2021Q1","1000cp","0","2","37.3"
"r_40","2021Q1","1000cp","1","2","18.1"
"r_40","2021Q1","1000cp","2","2","19.3"
"r_40","2021Q1","1000cp","0","3","26.9"
"r_40","2021Q1","1000cp","1","3","12.1"
"r_40","2021Q1","1000cp","2","3","14.9"
"r_40","2021Q1","1000cp","0","4","55.2"
"r_40","2021Q1","1000cp","1","4","32.4"
"r_40","2021Q1","1000cp","2","4","22.8"
"r_41","2021Q2","1000cp","0","0","168.4"
"r_41","2021Q2","1000cp","1","0","90.1"
"r_41","2021Q2","1000cp","2","0","78.3"
"r_41","2021Q2","1000cp","0","1","43.3"
"r_41","2021Q2","1000cp","1","1","22.3"
"r_41","2021Q2","1000cp","2","1","21"
"r_41","2021Q2","1000cp","0","2","40.4"
"r_41","2021Q2","1000cp","1","2","22.6"
"r_41","2021Q2","1000cp","2","2","17.7"
"r_41","2021Q2","1000cp","0","3","40.1"
"r_41","2021Q2","1000cp","1","3","19"
"r_41","2021Q2","1000cp","2","3","21.2"
"r_41","2021Q2","1000cp","0","4","44.6"
"r_41","2021Q2","1000cp","1","4","26.2"
"r_41","2021Q2","1000cp","2","4","18.4"
"r_42","2021Q3","1000cp","0","0","137.5"
"r_42","2021Q3","1000cp","1","0","77.8"
"r_42","2021Q3","1000cp","2","0","59.8"
"r_42","2021Q3","1000cp","0","1","39.7"
"r_42","2021Q3","1000cp","1","1","20.5"
"r_42","2021Q3","1000cp","2","1","19.2"
"r_42","2021Q3","1000cp","0","2","26.8"
"r_42","2021Q3","1000cp","1","2","14.9"
"r_42","2021Q3","1000cp","2","2","11.9"
"r_42","2021Q3","1000cp","0","3","35.9"
"r_42","2021Q3","1000cp","1","3","21"
"r_42","2021Q3","1000cp","2","3","14.9"
"r_42","2021Q3","1000cp","0","4","35.2"
"r_42","2021Q3","1000cp","1","4","21.4"
"r_42","2021Q3","1000cp","2","4","13.8"
"r_43","2021Q4","1000cp","0","0","132.7"
"r_43","2021Q4","1000cp","1","0","76.5"
"r_43","2021Q4","1000cp","2","0","56.2"
"r_43","2021Q4","1000cp","0","1","42.7"
"r_43","2021Q4","1000cp","1","1","23.3"
"r_43","2021Q4","1000cp","2","1","19.4"
"r_43","2021Q4","1000cp","0","2","16.4"
"r_43","2021Q4","1000cp","1","2","9.5"
"r_43","2021Q4","1000cp","2","2","7"
"r_43","2021Q4","1000cp","0","3","36.1"
"r_43","2021Q4","1000cp","1","3","21.5"
"r_43","2021Q4","1000cp","2","3","14.6"
"r_43","2021Q4","1000cp","0","4","37.5"
"r_43","2021Q4","1000cp","1","4","22.2"
"r_43","2021Q4","1000cp","2","4","15.2"
"r_44","2024Q2","1000cp","0","0","130.3"
"r_44","2024Q2","1000cp","1","0","71.8"
"r_44","2024Q2","1000cp","2","0","58.5"
"r_44","2024Q2","1000cp","0","1","34.3"
"r_44","2024Q2","1000cp","1","1","20.3"
"r_44","2024Q2","1000cp","2","1","14"
"r_44","2024Q2","1000cp","0","2","27.2"
"r_44","2024Q2","1000cp","1","2","14.7"
"r_44","2024Q2","1000cp","2","2","12.5"
"r_44","2024Q2","1000cp","0","3","26.4"
"r_44","2024Q2","1000cp","1","3","12"
"r_44","2024Q2","1000cp","2","3","14.4"
"r_44","2024Q2","1000cp","0","4","42.4"
"r_44","2024Q2","1000cp","1","4","24.8"
"r_44","2024Q2","1000cp","2","4","17.6"
"r_45","2024Q3","1000cp","0","0","110.3"
"r_45","2024Q3","1000cp","1","0","62"
"r_45","2024Q3","1000cp","2","0","48.4"
"r_45","2024Q3","1000cp","0","1","35.2"
"r_45","2024Q3","1000cp","1","1","20.2"
"r_45","2024Q3","1000cp","2","1","15"
"r_45","2024Q3","1000cp","0","2","16.6"
"r_45","2024Q3","1000cp","1","2","8.8"
"r_45","2024Q3","1000cp","2","2","7.8"
"r_45","2024Q3","1000cp","0","3","21"
"r_45","2024Q3","1000cp","1","3","11"
"r_45","2024Q3","1000cp","2","3","10"
"r_45","2024Q3","1000cp","0","4","37.5"
"r_45","2024Q3","1000cp","1","4","21.9"
"r_45","2024Q3","1000cp","2","4","15.6"
"r_46","2024Q4","1000cp","0","0","116.7"
"r_46","2024Q4","1000cp","1","0","70.6"
"r_46","2024Q4","1000cp","2","0","46"
"r_46","2024Q4","1000cp","0","1","41.4"
"r_46","2024Q4","1000cp","1","1","27.8"
"r_46","2024Q4","1000cp","2","1","13.6"
"r_46","2024Q4","1000cp","0","2","18"
"r_46","2024Q4","1000cp","1","2","9.9"
"r_46","2024Q4","1000cp","2","2","8.1"
"r_46","2024Q4","1000cp","0","3","24.5"
"r_46","2024Q4","1000cp","1","3","14.7"
"r_46","2024Q4","1000cp","2","3","9.8"
"r_46","2024Q4","1000cp","0","4","32.7"
"r_46","2024Q4","1000cp","1","4","18.2"
"r_46","2024Q4","1000cp","2","4","14.5"
"r_47","2025Q1","1000cp","0","0","116.7"
"r_47","2025Q1","1000cp","1","0","63"
"r_47","2025Q1","1000cp","2","0","53.7"
"r_47","2025Q1","1000cp","0","1","52.8"
"r_47","2025Q1","1000cp","1","1","30"
"r_47","2025Q1","1000cp","2","1","22.8"
"r_47","2025Q1","1000cp","0","2","14.1"
"r_47","2025Q1","1000cp","1","2","8.7"
"r_47","2025Q1","1000cp","2","2","5.4"
"r_47","2025Q1","1000cp","0","3","20.8"
"r_47","2025Q1","1000cp","1","3","10.9"
"r_47","2025Q1","1000cp","2","3","9.9"
"r_47","2025Q1","1000cp","0","4","29"
"r_47","2025Q1","1000cp","1","4","13.4"
"r_47","2025Q1","1000cp","2","4","15.6"
"r_48","2025Q2","1000cp","0","0","110.5"
"r_48","2025Q2","1000cp","1","0","60.8"
"r_48","2025Q2","1000cp","2","0","49.7"
"r_48","2025Q2","1000cp","0","1","39.8"
"r_48","2025Q2","1000cp","1","1","21.8"
"r_48","2025Q2","1000cp","2","1","17.9"
"r_48","2025Q2","1000cp","0","2","23.9"
"r_48","2025Q2","1000cp","1","2","11.9"
"r_48","2025Q2","1000cp","2","2","11.9"
"r_48","2025Q2","1000cp","0","3","18.5"
"r_48","2025Q2","1000cp","1","3","11.3"
"r_48","2025Q2","1000cp","2","3","7.2"
"r_48","2025Q2","1000cp","0","4","28.3"
"r_48","2025Q2","1000cp","1","4","15.7"
"r_48","2025Q2","1000cp","2","4","12.6"
"r_49","2025Q3","1000cp","0","0","104.5"
"r_49","2025Q3","1000cp","1","0","59.5"
"r_49","2025Q3","1000cp","2","0","45"
"r_49","2025Q3","1000cp","0","1","41.3"
"r_49","2025Q3","1000cp","1","1","22.8"
"r_49","2025Q3","1000cp","2","1","18.5"
"r_49","2025Q3","1000cp","0","2","20.7"
"r_49","2025Q3","1000cp","1","2","9.6"
"r_49","2025Q3","1000cp","2","2","11.1"
"r_49","2025Q3","1000cp","0","3","16.8"
"r_49","2025Q3","1000cp","1","3","12"
"r_49","2025Q3","1000cp","2","3","(4.8)"
"r_49","2025Q3","1000cp","0","4","25.7"
"r_49","2025Q3","1000cp","1","4","15.1"
"r_49","2025Q3","1000cp","2","4","10.6"
